"id_pesq","pesquisador_padronizado","genero","grande_area","area_macro","grande_area - area_macro_CAPES","area_sub","grande_area_freq","grande_area_score_sum","area","area_freq","area_score_sum","h_index","nivel_producao","nivel_producao_3grupos","i10_index","works_count","cited_by_count","id_inst","inst_padronizada","igc_faixa","tem_igc","igc_categoria","class_instituicao","tipo_ies","tipo_ies_corrigido","grupo_if_ceft","inst_categoria","categoria_administrativa","regiao_corrigida","uf","num_chamadas_participou","ch_2014","ch_2016","ch_2018","ch_2020","ch_2022","ch_2024","oa_author_id","ano_chamada","periodo_vigencia","periodo_vigencia_anos","anos_vigencia"
6,"Ricardo Rodrigues de Araujo","Masculino","Physics","Humanas","Ciências Exatas e da Terra","humanities",14,6.3962525,"Humanities",12,7.776565389999999,2,"Baixa","Baixa produção",1,17,73,4,"CENTRO FEDERAL DE EDUCACAO TECNOLOGICA CELSO SUCKOW DA FONSECA",4,1,"IGC Alto","CEFET","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","RJ",1,0,0,0,1,0,0,"https://openalex.org/A5112290554","2020 (CNPq 13/2020)","2020-2021","2020-2021",1
7,"Ronney Arismel Mancebo Boloy","Masculino","Engineering","Sociais Aplicadas","Engenharias","waste management",32,8.92055963,"Waste management",18,7.076325430000001,11,"Alta","Alta produção",13,51,534,4,"CENTRO FEDERAL DE EDUCACAO TECNOLOGICA CELSO SUCKOW DA FONSECA",4,1,"IGC Alto","CEFET","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","RJ",2,0,0,0,0,1,1,"https://openalex.org/A5035401336","2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2022-2024; 2024-2027","2022-2027",5
8,"Pedro Manuel Calas Lopes Pacheco","Masculino","Materials science","Multidisciplinar","Multidisciplinar","composite material",80,44.81667965,"Composite material",64,18.19880954100001,22,"Muito Alta","Alta produção",39,104,1543,4,"CENTRO FEDERAL DE EDUCACAO TECNOLOGICA CELSO SUCKOW DA FONSECA",4,1,"IGC Alto","CEFET","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","RJ",3,1,1,1,0,0,0,"https://openalex.org/A5054179309","2014 (PIBIC-EM 2014-2016); 2016 (CNPq 07/2016); 2018 (CNPq 05/2018)","2014-2016; 2016-2018; 2018-2020","2014-2020",6
9,"André Luiz Mota","Masculino","Chemistry","Exatas","Ciências Exatas e da Terra","organic chemistry",20,8.22550152,"Organic chemistry",12,0.62301257,10,"Média","Média produção",11,28,511,5,"CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS",5,1,"IGC Alto","CEFET","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","MG",1,0,0,0,1,0,0,"https://openalex.org/A5064394798","2020 (CNPq 13/2020)","2020-2021","2020-2021",1
10,"Carlos Magno Martins Cosme","Masculino","Computer science","Multidisciplinar","Ciências Exatas e da Terra","algorithm",5,1.66066741,"Algorithm",4,1.49557197,3,"Baixa","Baixa produção",0,6,13,5,"CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS",5,1,"IGC Alto","CEFET","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","MG",1,0,0,0,0,1,0,"https://openalex.org/A5042557329","2022 (CNPq 35/2022)","2022-2024","2022-2024",2
11,"Danielle Marra de Freitas Silva","Feminino","Biology","Multidisciplinar","Ciências Biológicas","high-performance liquid chromatography",3,0.65025427,"High-performance liquid chromatography",1,0.76444733,2,"Baixa","Baixa produção",2,3,94,5,"CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS",5,1,"IGC Alto","CEFET","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","MG",3,0,1,1,1,0,0,"https://openalex.org/A5011945418","2016 (CNPq 07/2016); 2018 (CNPq 05/2018); 2020 (CNPq 13/2020)","2016-2018; 2018-2020; 2020-2021","2016-2021",5
12,"Denis Emanuel da Costa Vargas","Masculino","Computer science","Humanas","Ciências Exatas e da Terra","humanities",3,1.36069137,"Humanities",2,1.01705135,1,"Muito Baixa","Baixa produção",0,4,1,5,"CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS",5,1,"IGC Alto","CEFET","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","MG",1,0,0,0,0,0,1,"https://openalex.org/A5061828645","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
13,"Fernando Wagner da Silva Ramos","Masculino","Medicine","Saúde","Ciências da Saúde","internal medicine",14,9.48492854,"Internal medicine",7,2.719944525,4,"Baixa","Baixa produção",3,14,115,6,"CENTRO UNIVERSITARIO CESMAC",3,1,"IGC Médio","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Nordeste","AL",4,0,0,1,1,1,1,"https://openalex.org/A5101889333","2018 (CNPq 05/2018); 2020 (CNPq 13/2020); 2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2018-2020; 2020-2021; 2022-2024; 2024-2027","2018-2027",9
14,"Marcelo Antonio Pavanello","Masculino","Materials science","Multidisciplinar","Multidisciplinar","optoelectronics",359,218.97184107,"Optoelectronics",348,168.3800000200001,26,"Muito Alta","Alta produção",71,457,2802,7,"CENTRO UNIVERSITARIO DA FUNDACAO EDUCACIONAL INACIANA PE SABOIA DE MEDEIROS - FEI",4,1,"IGC Alto","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Sudeste","SP",2,0,1,1,0,0,0,"https://openalex.org/A5087138940","2016 (CNPq 07/2016); 2018 (CNPq 05/2018)","2016-2018; 2018-2020","2016-2020",4
15,"Laura Ferreira de Rezende Franco","Feminino","Medicine","Saúde","Ciências da Saúde","internal medicine",67,45.47570577,"Internal medicine",35,7.006438273,13,"Alta","Alta produção",15,74,424,8,"CENTRO UNIVERSITARIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE",4,1,"IGC Alto","IES","publica_municipal","publica_municipal_outras",0,"PUBLICA","ESPECIAL","Sudeste","SP",1,0,0,0,0,0,1,"https://openalex.org/A5068699491","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
16,"Marcia Zilioli Bellini","Feminino","Medicine","Humanas","Ciências da Saúde","humanities",13,4.587931960000001,"Humanities",9,4.18928645,7,"Média","Média produção",7,30,329,9,"CENTRO UNIVERSITARIO DE ADAMANTINA",3,1,"IGC Médio","IES","publica_municipal","publica_municipal_outras",0,"PUBLICA","ESPECIAL","Sudeste","SP",2,0,0,0,0,1,1,"https://openalex.org/A5012931770","2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2022-2024; 2024-2027","2022-2027",5
17,"Delcio Cardim","Masculino","Physics","Humanas","Ciências Exatas e da Terra","humanities",2,1.36429938,"Humanities",3,1.32164544,1,"Muito Baixa","Baixa produção",0,6,2,9,"CENTRO UNIVERSITARIO DE ADAMANTINA",3,1,"IGC Médio","IES","publica_municipal","publica_municipal_outras",0,"PUBLICA","ESPECIAL","Sudeste","SP",2,1,1,0,0,0,0,"https://openalex.org/A5048071679","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
18,"José Aparecido dos Santos","Masculino","Biology","Biológicas","Ciências Biológicas","molecular biology",4,2.00440219,"Molecular biology",3,1.37706998,1,"Muito Baixa","Baixa produção",1,10,29,9,"CENTRO UNIVERSITARIO DE ADAMANTINA",3,1,"IGC Médio","IES","publica_municipal","publica_municipal_outras",0,"PUBLICA","ESPECIAL","Sudeste","SP",1,0,0,0,1,0,0,"https://openalex.org/A5013295251","2020 (CNPq 13/2020)","2020-2021","2020-2021",1
19,"Fernanda Costa Vinhaes de Lima","Feminino","Biology","Biológicas","Ciências Biológicas","molecular biology",2,0.75494259,"Molecular biology",2,0.84598529,0,"Muito Baixa","Baixa produção",0,2,0,10,"CENTRO UNIVERSITARIO DE BRASILIA",4,1,"IGC Alto","IES","privada_sem_fins","IES Privada",0,"PUBLICA","PRIVADA SEM FINS LUCRATIVOS","Sudeste","SP",2,0,1,1,0,0,0,"https://openalex.org/A5071390565","2016 (CNPq 07/2016); 2018 (CNPq 05/2018)","2016-2018; 2018-2020","2016-2020",4
20,"Robinson Moresca de Andrade","Masculino","Biology","Humanas","Ciências Biológicas","humanities",5,1.5634766,"Humanities",3,1.44297597,1,"Muito Baixa","Baixa produção",0,8,3,11,"CENTRO UNIVERSITARIO DE EXCELENCIA",4,1,"IGC Alto","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Nordeste","BA",1,0,0,0,0,1,0,"https://openalex.org/A5044878813","2022 (CNPq 35/2022)","2022-2024","2022-2024",2
21,"Bruno Chaboli Gambarato","Masculino","Chemistry","Humanas","Ciências Exatas e da Terra","humanities",16,6.944546946,"Humanities",8,3.39757001,3,"Baixa","Baixa produção",0,29,21,12,"CENTRO UNIVERSITARIO DE VOLTA REDONDA",4,1,"IGC Alto","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Sudeste","RJ",1,0,0,0,1,0,0,"https://openalex.org/A5065798093","2020 (CNPq 13/2020)","2020-2021","2020-2021",1
22,"Denise Celeste Godoy de Andrade Rodrigues","Feminino","Philosophy","Humanas","Ciências Humanas","humanities",27,9.582087639999997,"Humanities",39,22.47260696999999,4,"Baixa","Baixa produção",2,48,51,12,"CENTRO UNIVERSITARIO DE VOLTA REDONDA",4,1,"IGC Alto","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Sudeste","RJ",2,0,1,1,0,0,0,"https://openalex.org/A5103255498","2016 (CNPq 07/2016); 2018 (CNPq 05/2018)","2016-2018; 2018-2020","2016-2020",4
23,"Bernardo Petriz de Assis","Masculino","Medicine","Multidisciplinar","Ciências da Saúde","treadmill",2,1.32117175,"Treadmill",2,1.23003733,2,"Baixa","Baixa produção",2,2,33,13,"CENTRO UNIVERSITARIO DO DISTRITO FEDERAL",3,1,"IGC Médio","IES","privada_com_fins","IES Privada",0,"PRIVADA","PRIVADA COM FINS LUCRATIVOS","Centro-Oeste","DF",2,0,0,1,1,0,0,"https://openalex.org/A5045513664","2018 (CNPq 05/2018); 2020 (CNPq 13/2020)","2018-2020; 2020-2021","2018-2021",3
24,"Joner Oliveira Alves","Masculino","Materials science","Exatas","Multidisciplinar","organic chemistry",28,13.32523684,"Organic chemistry",19,1.528933994,10,"Média","Média produção",12,63,383,14,"CENTRO UNIVERSITARIO DO ESPIRITO SANTO",4,1,"IGC Alto","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Sudeste","ES",1,0,0,1,0,0,0,"https://openalex.org/A5039913789","2018 (CNPq 05/2018)","2018-2020","2018-2020",2
25,"Maria da Graça de Oliveira Carlos","Feminino","Philosophy","Humanas","Ciências Humanas","humanities",4,0.8408861000000001,"Humanities",5,2.14479477,1,"Muito Baixa","Baixa produção",0,6,3,15,"CENTRO UNIVERSITARIO ESTACIO DO CEARA",3,1,"IGC Médio","IES","privada_com_fins","IES Privada",0,"PRIVADA","PRIVADA COM FINS LUCRATIVOS","Nordeste","CE",2,1,1,0,0,0,0,"https://openalex.org/A5079064300","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
26,"Raquel Cristina Ferraroni Sanches","Feminino","Philosophy","Humanas","Ciências Humanas","humanities",26,10.94425888,"Humanities",25,13.95662889,2,"Baixa","Baixa produção",0,44,7,16,"CENTRO UNIVERSITARIO EURIPEDES DE MARILIA",3,1,"IGC Médio","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Sudeste","SP",2,1,1,0,0,0,0,"https://openalex.org/A5047234383","2014 (PIBIC-EM 2014-2016); 2016 (CNPq 07/2016)","2014-2016; 2016-2018","2014-2018",4
27,"Edinilson Donisete Machado","Masculino","Philosophy","Humanas","Ciências Humanas","humanities",31,11.654618755,"Humanities",34,20.50634499000001,2,"Baixa","Baixa produção",0,42,8,16,"CENTRO UNIVERSITARIO EURIPEDES DE MARILIA",3,1,"IGC Médio","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Sudeste","SP",2,0,0,0,1,1,0,"https://openalex.org/A5066099921","2020 (CNPq 13/2020); 2022 (CNPq 35/2022)","2020-2021; 2022-2024","2020-2024",4
28,"João Maurício Gama Boaventura","Masculino","Business","Multidisciplinar","Ciências Sociais Aplicadas","marketing",80,40.09961396,"Marketing",37,12.20670861,16,"Alta","Alta produção",23,125,1166,17,"CENTRO UNIVERSITARIO ALVARES PENTEADO",4,1,"IGC Alto","IES","publica_estadual","IES Pública Estadual",0,"PUBLICA","PUBLICA ESTADUAL","Sudeste","SP",2,0,1,1,0,0,0,"https://openalex.org/A5025857714","2016 (CNPq 07/2016); 2018 (CNPq 05/2018)","2016-2018; 2018-2020","2016-2020",4
29,"Francielle Baptista de Souza","Feminino","Não classificado","Não classificado","Não aplicável","Não classificado",,,"Sem dados",,,,"Sem dados","Baixa produção",,,,18,"CENTRO UNIVERSITARIO INTEGRADO DE CAMPO MOURAO",4,1,"IGC Alto","IES","privada_com_fins","IES Privada",0,"PRIVADA","PRIVADA COM FINS LUCRATIVOS","Sul","PR",2,0,1,1,0,0,0,"Sem dados","2016 (CNPq 07/2016); 2018 (CNPq 05/2018)","2016-2018; 2018-2020","2016-2020",4
30,"Francielle Baptista","Feminino","Political science","Humanas","Ciências Humanas","humanities",1,0.38677838,"Humanities",1,0.32584292,1,"Muito Baixa","Baixa produção",0,1,1,18,"CENTRO UNIVERSITARIO INTEGRADO DE CAMPO MOURAO",4,1,"IGC Alto","IES","privada_com_fins","IES Privada",0,"PRIVADA","PRIVADA COM FINS LUCRATIVOS","Sul","PR",1,0,0,0,0,0,1,"https://openalex.org/A5038817529","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
31,"Caroline Dani","Feminino","Medicine","Exatas","Ciências da Saúde","biochemistry",100,43.38545393500002,"Biochemistry",72,20.29025356,23,"Muito Alta","Alta produção",48,160,1920,19,"CENTRO UNIVERSITARIO METODISTA",3,1,"IGC Médio","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Sul","RS",1,0,0,1,0,0,0,"https://openalex.org/A5036206396","2018 (CNPq 05/2018)","2018-2020","2018-2020",2
32,"Sheila Fernandes Pimenta e Oliveira","Feminino","Philosophy","Humanas","Ciências Humanas","humanities",21,11.2454038,"Humanities",21,13.37967049,1,"Muito Baixa","Baixa produção",0,27,4,20,"CENTRO UNIVERSITARIO MUNICIPAL DE FRANCA",4,1,"IGC Alto","IES","publica_municipal","publica_municipal_outras",0,"PUBLICA","ESPECIAL","Sudeste","SP",4,0,0,1,1,1,1,"https://openalex.org/A5078321305","2018 (CNPq 05/2018); 2020 (CNPq 13/2020); 2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2018-2020; 2020-2021; 2022-2024; 2024-2027","2018-2027",9
33,"Sandra de Oliveira Saes","Feminino","Medicine","Multidisciplinar","Ciências da Saúde","audiology",18,10.90936003,"Audiology",6,2.75692033,8,"Média","Média produção",5,22,166,21,"CENTRO UNIVERSITARIO SAGRADO CORACAO",4,1,"IGC Alto","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Sul","PR",4,1,1,1,1,0,0,"https://openalex.org/A5042034455","2014 (PIBIC-EM 2014-2016); 2016 (CNPq 07/2016); 2018 (CNPq 05/2018); 2020 (CNPq 13/2020)","2014-2016; 2016-2018; 2018-2020; 2020-2021","2014-2021",7
34,"Eveline Ignacio da Silva Marques","Feminino","Philosophy","Humanas","Ciências Humanas","humanities",1,0.5885254,"Humanities",1,0.4836501,0,"Muito Baixa","Baixa produção",0,1,0,21,"CENTRO UNIVERSITARIO SAGRADO CORACAO",4,1,"IGC Alto","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Sul","PR",2,0,0,0,0,1,1,"https://openalex.org/A5084109754","2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2022-2024; 2024-2027","2022-2027",5
35,"Eduardo Mazzaferro Ehlers","Masculino","Geography","Multidisciplinar","Ciências Humanas","archaeology",5,2.09898004,"Archaeology",3,0.225705144,4,"Baixa","Baixa produção",3,9,41,22,"CENTRO UNIVERSITARIO SENAC",4,1,"IGC Alto","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Sul","PR",2,1,1,0,0,0,0,"https://openalex.org/A5017257183","2014 (PIBIC-EM 2014-2016); 2016 (CNPq 07/2016)","2014-2016; 2016-2018","2014-2018",4
36,"Rosinei Batista Ribeiro","Feminino","Philosophy","Humanas","Ciências Humanas","humanities",36,8.868862469999998,"Humanities",50,28.66549726,5,"Média","Média produção",4,107,91,23,"CENTRO UNIVERSITARIO TERESA D AVILA",3,1,"IGC Médio","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Sudeste","SP",5,1,1,1,1,1,0,"https://openalex.org/A5108003570","2014 (PIBIC-EM 2014-2016); 2016 (CNPq 07/2016); 2018 (CNPq 05/2018); 2020 (CNPq 13/2020); 2022 (CNPq 35/2022)","2014-2016; 2016-2018; 2018-2020; 2020-2021; 2022-2024","2014-2024",10
37,"Nelson Tavares Matias","Masculino","Computer science","Humanas","Ciências Exatas e da Terra","humanities",16,6.53530071,"Humanities",15,7.41003574,4,"Baixa","Baixa produção",2,46,54,23,"CENTRO UNIVERSITARIO TERESA D AVILA",3,1,"IGC Médio","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Sudeste","SP",1,0,0,0,0,0,1,"https://openalex.org/A5070836426","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
40,"Atson Carlos de Souza Fernandes","Masculino","Medicine","Multidisciplinar","Ciências da Saúde","anatomy",28,17.18821479,"Anatomy",18,8.65992531,7,"Média","Média produção",5,36,135,25,"ESCOLA BAHIANA DE MEDICINA E SAUDE PUBLICA",4,1,"IGC Alto","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Nordeste","BA",3,0,0,0,1,1,1,"https://openalex.org/A5012233001","2020 (CNPq 13/2020); 2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2020-2021; 2022-2024; 2024-2027","2020-2027",7
41,"Italla Maria Pinheiro Bezerra","Feminino","Medicine","Saúde","Ciências da Saúde","internal medicine",198,105.99226904,"Internal medicine",67,11.30580372,18,"Alta","Alta produção",36,258,2099,26,"ESCOLA SUPERIOR DE CIENCIAS DA SANTA CASA DE MISERICORDIA DE VITORIA",4,1,"IGC Alto","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Sudeste","ES",1,0,0,0,0,0,1,"https://openalex.org/A5070085361","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
42,"Agnaldo Bruno Chies","Masculino","Medicine","Saúde","Ciências da Saúde","internal medicine",54,24.29013957999999,"Internal medicine",45,21.03511619,11,"Alta","Alta produção",12,61,328,27,"FACULDADE DE MEDICINA DE MARILIA",4,1,"IGC Alto","IES","publica_estadual","IES Pública Estadual",0,"PUBLICA","PUBLICA ESTADUAL","Sudeste","SP",1,0,0,0,0,0,1,"https://openalex.org/A5041814805","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
43,"Spencer Luiz Marques Payao","Masculino","Medicine","Multidisciplinar","Ciências da Saúde","genetics",78,34.63634876999998,"Genetics",54,13.145584853,20,"Alta","Alta produção",34,96,1195,27,"FACULDADE DE MEDICINA DE MARILIA",4,1,"IGC Alto","IES","publica_estadual","IES Pública Estadual",0,"PUBLICA","PUBLICA ESTADUAL","Sudeste","SP",2,0,0,1,1,0,0,"https://openalex.org/A5006660349","2018 (CNPq 05/2018); 2020 (CNPq 13/2020)","2018-2020; 2020-2021","2018-2021",3
44,"Osni Lázaro Pinheiro","Masculino","Psychology","Humanas","Ciências Humanas","humanities",23,10.09145276,"Humanities",22,12.38069312,7,"Média","Média produção",5,41,153,27,"FACULDADE DE MEDICINA DE MARILIA",4,1,"IGC Alto","IES","publica_estadual","IES Pública Estadual",0,"PUBLICA","PUBLICA ESTADUAL","Sudeste","SP",1,0,0,0,0,1,0,"https://openalex.org/A5074186092","2022 (CNPq 35/2022)","2022-2024","2022-2024",2
45,"Eduardo Acedo Barbosa","Masculino","Physics","Multidisciplinar","Ciências Exatas e da Terra","optics",56,16.128582861,"Optics",52,35.84176389999999,11,"Alta","Alta produção",14,64,321,28,"FACULDADE DE TECNOLOGIA DE SAO PAULO",4,1,"IGC Alto","IES","publica_estadual","IES Pública Estadual",0,"PUBLICA","PUBLICA ESTADUAL","Sudeste","SP",5,0,1,1,1,1,1,"https://openalex.org/A5003442959","2016 (CNPq 07/2016); 2018 (CNPq 05/2018); 2020 (CNPq 13/2020); 2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2016-2018; 2018-2020; 2020-2021; 2022-2024; 2024-2027","2016-2027",11
46,"Jadson Belem de Moura","Masculino","Biology","Multidisciplinar","Ciências Biológicas","agronomy",42,15.77114752,"Agronomy",27,12.497538884,7,"Média","Média produção",6,68,162,29,"FACULDADE EVANGELICA DE GOIANESIA",4,1,"IGC Alto","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Centro-Oeste","GO",1,0,0,0,0,0,1,"https://openalex.org/A5041994193","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
47,"Jurandir Marcondes Ribas Filho","Masculino","Medicine","Multidisciplinar","Ciências da Saúde","surgery",166,91.68719242999993,"Surgery",60,21.03836742000001,17,"Alta","Alta produção",32,195,961,30,"FACULDADE EVANGELICA MACKENZIE DO PARANA",4,1,"IGC Alto","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Sul","PR",2,0,0,0,0,1,1,"https://openalex.org/A5026432993","2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2022-2024; 2024-2027","2022-2027",5
48,"Ricardo Belchior Torres","Masculino","Chemistry","Multidisciplinar","Ciências Exatas e da Terra","thermodynamics",54,35.30161295,"Thermodynamics",43,21.52264549,18,"Alta","Alta produção",26,62,942,31,"FUNDACAO EDUCACIONAL INACIANA PADRE SABOIA DE MEDEIROS",3,1,"IGC Médio","IES","privada_sem_fins","IES Privada",0,"PRIVADA","PRIVADA SEM FINS LUCRATIVOS","Sudeste","SP",1,0,0,0,0,0,1,"https://openalex.org/A5060933226","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
54,"Adriana Aparecida Paz","Feminino","Medicine","Humanas","Ciências da Saúde","humanities",74,33.30938757,"Humanities",42,19.63336236,11,"Alta","Alta produção",13,122,472,35,"FUNDACAO UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE",5,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Sul","RS",1,0,0,0,0,0,1,"https://openalex.org/A5020472850","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
55,"Lucindo Jose Quintans Junior","Masculino","Medicine","Multidisciplinar","Ciências da Saúde","pharmacology",484,193.676669202,"Pharmacology",311,144.2135549760001,62,"Muito Alta","Alta produção",328,596,15216,36,"UNIVERSIDADE FEDERAL DE SERGIPE",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","SE",4,0,0,1,1,1,1,"https://openalex.org/A5072217846","2018 (CNPq 05/2018); 2020 (CNPq 13/2020); 2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2018-2020; 2020-2021; 2022-2024; 2024-2027","2018-2027",9
56,"Felipe Denardin Costa","Masculino","Physics","Multidisciplinar","Ciências Exatas e da Terra","meteorology",69,27.3577406,"Meteorology",46,18.32754622,12,"Alta","Alta produção",15,87,498,37,"UNIVERSIDADE FEDERAL DO PAMPA",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Sul","RS",1,0,1,0,0,0,0,"https://openalex.org/A5050293424","2016 (CNPq 07/2016)","2016-2018","2016-2018",2
57,"Oklinger Mantovaneli Junior","Masculino","Political science","Humanas","Ciências Humanas","humanities",9,3.97841483,"Humanities",6,3.33650986,2,"Baixa","Baixa produção",0,12,15,38,"UNIVERSIDADE REGIONAL DE BLUMENAU",4,1,"IGC Alto","IES","publica_municipal","publica_municipal_outras",0,"PUBLICA","ESPECIAL","Sul","SC",2,0,0,0,1,1,0,"https://openalex.org/A5085195794","2020 (CNPq 13/2020); 2022 (CNPq 35/2022)","2020-2021; 2022-2024","2020-2024",4
65,"Aline Louise de Oliveira","Feminino","Computer science","Multidisciplinar","Ciências Exatas e da Terra","descriptive statistics",2,0.8372587300000001,"Descriptive statistics",2,1.34290426,1,"Muito Baixa","Baixa produção",0,2,2,44,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA CATARINENSE",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sul","SC",3,0,0,1,1,1,0,"https://openalex.org/A5016460647","2018 (CNPq 05/2018); 2020 (CNPq 13/2020); 2022 (CNPq 35/2022)","2018-2020; 2020-2021; 2022-2024","2018-2024",6
66,"Cladecir Alberto Schenkel","Masculino","Political science","Humanas","Ciências Humanas","humanities",4,1.80623013,"Humanities",4,1.7667841,2,"Baixa","Baixa produção",0,7,7,44,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA CATARINENSE",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sul","SC",1,0,1,0,0,0,0,"https://openalex.org/A5079992581","2016 (CNPq 07/2016)","2016-2018","2016-2018",2
67,"Romano Roberto Valicheski","Masculino","Biology","Multidisciplinar","Ciências Biológicas","horticulture",43,13.78278976,"Horticulture",25,11.3327317,4,"Baixa","Baixa produção",2,47,159,44,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA CATARINENSE",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sul","SC",2,1,1,0,0,0,0,"https://openalex.org/A5079957778","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
68,"Andre Rosa Martins","Masculino","Chemistry","Multidisciplinar","Ciências Exatas e da Terra","lactose",8,3.911616930000001,"Lactose",4,3.15040239,4,"Baixa","Baixa produção",3,9,53,45,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA BAHIA",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Nordeste","BA",3,0,0,0,1,1,1,"https://openalex.org/A5069135406","2020 (CNPq 13/2020); 2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2020-2021; 2022-2024; 2024-2027","2020-2027",7
