"id_pesq","pesquisador_padronizado","genero","grande_area","area_macro","grande_area - area_macro_CAPES","area_sub","grande_area_freq","grande_area_score_sum","area","area_freq","area_score_sum","h_index","nivel_producao","nivel_producao_3grupos","i10_index","works_count","cited_by_count","id_inst","inst_padronizada","igc_faixa","tem_igc","igc_categoria","class_instituicao","tipo_ies","tipo_ies_corrigido","grupo_if_ceft","inst_categoria","categoria_administrativa","regiao_corrigida","uf","num_chamadas_participou","ch_2014","ch_2016","ch_2018","ch_2020","ch_2022","ch_2024","oa_author_id","ano_chamada","periodo_vigencia","periodo_vigencia_anos","anos_vigencia"
115,"Herika Fernanda Montilha Satrapa","Feminino","Political science","Humanas","Ciências Humanas","humanities",3,1.33792833,"Humanities",5,3.55294096,2,"Baixa","Baixa produção",0,7,15,57,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ACRE",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Norte","AC",1,0,0,0,0,0,1,"https://openalex.org/A5052561983","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
116,"Jefferson Viana Alves Diniz","Masculino","Biology","Multidisciplinar","Ciências Biológicas","animal science",22,8.384330290000001,"Animal science",12,6.221000999999999,4,"Baixa","Baixa produção",1,27,38,57,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ACRE",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Norte","AC",1,0,0,0,0,1,0,"https://openalex.org/A5054470338","2022 (CNPq 35/2022)","2022-2024","2022-2024",2
117,"Luís Pedro de Melo Plese","Masculino","Biology","Humanas","Ciências Biológicas","humanities",19,5.2758361,"Humanities",11,5.297449309999999,4,"Baixa","Baixa produção",1,33,87,57,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ACRE",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Norte","AC",1,0,0,0,1,0,0,"https://openalex.org/A5072709794","2020 (CNPq 13/2020)","2020-2021","2020-2021",1
118,"Romaro Antonio Silva","Masculino","Philosophy","Humanas","Ciências Humanas","humanities",5,1.209034424,"Humanities",6,3.169114469999999,3,"Baixa","Baixa produção",0,9,16,58,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO AMAPA",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Norte","AP",1,0,0,0,0,0,1,"https://openalex.org/A5057071544","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
119,"Themístocles Raphael Gomes Sobrinho","Masculino","Art","Humanas","Linguística, Letras e Artes","humanities",2,0.53253189,"Humanities",2,1.3353191,0,"Muito Baixa","Baixa produção",0,2,0,58,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO AMAPA",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Norte","AP",1,0,0,0,1,0,0,"https://openalex.org/A5075740494","2020 (CNPq 13/2020)","2020-2021","2020-2021",1
120,"Auzuir Ripardo de Alexandria","Masculino","Computer science","Multidisciplinar","Ciências Exatas e da Terra","artificial intelligence",73,37.01886697,"Artificial intelligence",41,19.38085996000001,13,"Alta","Alta produção",17,109,908,59,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO CEARA",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Nordeste","CE",2,1,1,0,0,0,0,"https://openalex.org/A5034433607","2014 (PIBIC-EM 2014-2016); 2016 (CNPq 07/2016)","2014-2016; 2016-2018","2014-2018",4
121,"Joelia Marques de Carvalho","Feminino","Chemistry","Humanas","Ciências Exatas e da Terra","humanities",22,9.84212463,"Humanities",20,10.8542273,9,"Média","Média produção",9,49,310,59,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO CEARA",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Nordeste","CE",2,0,0,0,0,1,1,"https://openalex.org/A5008143773","2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2022-2024; 2024-2027","2022-2027",5
122,"Jose Wally Mendonça Menezes","Masculino","Physics","Multidisciplinar","Ciências Exatas e da Terra","optics",55,24.61782784,"Optics",37,19.28471957,12,"Alta","Alta produção",17,76,560,59,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO CEARA",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","ES",2,0,0,1,1,0,0,"https://openalex.org/A5001716829","2018 (CNPq 05/2018); 2020 (CNPq 13/2020)","2018-2020; 2020-2021","2018-2021",3
123,"Andre Romero da Silva","Masculino","Medicine","Humanas","Ciências da Saúde","humanities",17,8.079357830000001,"Humanities",21,9.837176229999999,3,"Baixa","Baixa produção",2,60,76,60,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","ES",4,0,0,1,1,1,1,"https://openalex.org/A5101977926","2018 (CNPq 05/2018); 2020 (CNPq 13/2020); 2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2018-2020; 2020-2021; 2022-2024; 2024-2027","2018-2027",9
124,"André Gustavo de Sousa Galdino","Masculino","Materials science","Multidisciplinar","Multidisciplinar","composite material",43,23.05113798,"Composite material",26,9.898533205999998,9,"Média","Média produção",9,56,401,60,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","ES",1,0,1,0,0,0,0,"https://openalex.org/A5022718071","2016 (CNPq 07/2016)","2016-2018","2016-2018",2
125,"Robson Celestino Meireles","Masculino","Biology","Multidisciplinar","Ciências Biológicas","horticulture",2,0.46675372,"Horticulture",2,0.7791147199999999,1,"Muito Baixa","Baixa produção",0,2,2,60,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","ES",2,1,1,0,0,0,0,"https://openalex.org/A5081025653","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
126,"Rogerio de Mesquita Teles","Masculino","Biology","Multidisciplinar","Ciências Biológicas","botany",7,3.61816581,"Botany",6,2.24923736,4,"Baixa","Baixa produção",2,16,56,61,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MARANHAO",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Nordeste","MA",2,0,0,0,0,1,1,"https://openalex.org/A5014204534","2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2022-2024; 2024-2027","2022-2027",5
127,"Natilene Mesquita Brito","Feminino","Chemistry","Humanas","Ciências Exatas e da Terra","humanities",22,11.64659761,"Humanities",12,6.5921952,13,"Alta","Alta produção",13,42,730,61,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MARANHAO",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Nordeste","MA",4,1,1,1,1,0,0,"https://openalex.org/A5067700853","2014 (PIBIC-EM 2014-2016); 2016 (CNPq 07/2016); 2018 (CNPq 05/2018); 2020 (CNPq 13/2020)","2014-2016; 2016-2018; 2018-2020; 2020-2021","2014-2021",7
128,"Edinei Canuto Paiva","Masculino","Physics","Multidisciplinar","Ciências Exatas e da Terra","optics",10,2.45272324,"Optics",6,0.6127301650000001,5,"Média","Média produção",3,21,76,62,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","MG",2,0,0,0,0,1,1,"https://openalex.org/A5085660517","2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2022-2024; 2024-2027","2022-2027",5
129,"Rogério Mendes Murta","Masculino","Biology","Multidisciplinar","Ciências Biológicas","animal science",13,4.56595905,"Animal science",12,6.43188363,6,"Média","Média produção",5,19,125,62,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","MG",4,1,1,1,1,0,0,"https://openalex.org/A5060382639","2014 (PIBIC-EM 2014-2016); 2016 (CNPq 07/2016); 2018 (CNPq 05/2018); 2020 (CNPq 13/2020)","2014-2016; 2016-2018; 2018-2020; 2020-2021","2014-2021",7
130,"Jaime Henrique Barbosa da Costa","Masculino","Environmental science","Humanas","Multidisciplinar","humanities",4,1.41679067,"Humanities",3,1.8746005,1,"Muito Baixa","Baixa produção",0,7,3,63,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARA",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Norte","PA",2,1,1,0,0,0,0,"https://openalex.org/A5035639644","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
131,"Saulo Rafael Silva e Silva","Masculino","Physics","Humanas","Ciências Exatas e da Terra","humanities",1,0.48177382,"Humanities",1,0.7345863,0,"Muito Baixa","Baixa produção",0,1,0,63,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARA",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Norte","PA",4,0,0,1,1,1,1,"https://openalex.org/A5072157566","2018 (CNPq 05/2018); 2020 (CNPq 13/2020); 2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2018-2020; 2020-2021; 2022-2024; 2024-2027","2018-2027",9
132,"Ezequiel Burkarter","Masculino","Physics","Multidisciplinar","Ciências Exatas e da Terra","quantum mechanics",14,6.968190519999999,"Quantum mechanics",8,0.52810296,4,"Baixa","Baixa produção",2,18,188,64,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARANA",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sul","PR",1,0,0,0,0,0,1,"https://openalex.org/A5067419803","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
133,"Mauro Antonio da Silva Sa Ravagnani","Masculino","Computer science","Engenharias","Ciências Exatas e da Terra","mechanical engineering",132,60.36035153000002,"Mechanical engineering",86,16.69470338899999,29,"Muito Alta","Alta produção",61,181,2335,64,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARANA",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sul","PR",3,1,1,0,0,0,1,"https://openalex.org/A5041191201","2014 (PIBIC-EM 2014-2016); 2024 (CNPq 07/2024)","2014-2016; 2024-2027","2014-2027",13
134,"Elenice Monte Alvarenga","Feminino","Philosophy","Humanas","Ciências Humanas","humanities",25,8.535764169999998,"Humanities",30,15.86399296,5,"Média","Média produção",5,62,133,65,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PIAUI",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Nordeste","PI",3,0,0,0,1,1,1,"https://openalex.org/A5016503562","2020 (CNPq 13/2020); 2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2020-2021; 2022-2024; 2024-2027","2020-2027",7
135,"José Luís de Oliveira e Silva","Masculino","Philosophy","Humanas","Ciências Humanas","humanities",4,1.60947617,"Humanities",5,3.13506368,0,"Muito Baixa","Baixa produção",0,5,0,65,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PIAUI",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Nordeste","PI",1,0,0,1,0,0,0,"https://openalex.org/A5003990231","2018 (CNPq 05/2018)","2018-2020","2018-2020",2
136,"Marcus Vinicius da Silva Pereira","Masculino","Philosophy","Humanas","Ciências Humanas","humanities",63,25.02499448000001,"Humanities",68,38.74830076,6,"Média","Média produção",3,77,120,66,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","RJ",2,0,0,0,0,1,1,"https://openalex.org/A5089144468","2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2022-2024; 2024-2027","2022-2027",5
137,"Mira Wengert","Feminino","Chemistry","Multidisciplinar","Ciências Exatas e da Terra","endocrinology",17,8.72365772,"Endocrinology",11,5.676422750000001,10,"Média","Média produção",10,24,302,66,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","RJ",2,0,1,1,0,0,0,"https://openalex.org/A5023872294","2016 (CNPq 07/2016); 2018 (CNPq 05/2018)","2016-2018; 2018-2020","2016-2020",4
138,"Luziane Beyruth Schwartz","Feminino","Philosophy","Humanas","Ciências Humanas","humanities",4,1.20751441,"Humanities",3,2.09142167,2,"Baixa","Baixa produção",0,4,11,66,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","RJ",2,1,1,0,0,0,0,"https://openalex.org/A5113877500","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
139,"Marcela Brandão Cunha","Feminino","Psychology","Humanas","Ciências Humanas","humanities",3,1.45695163,"Humanities",2,1.15169457,3,"Baixa","Baixa produção",0,5,23,66,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","RJ",1,0,0,0,1,0,0,"https://openalex.org/A5089862687","2020 (CNPq 13/2020)","2020-2021","2020-2021",1
140,"Avelino Aldo de Lima Neto","Masculino","Philosophy","Humanas","Ciências Humanas","humanities",32,14.83875453,"Humanities",38,22.54554017999999,3,"Baixa","Baixa produção",0,50,29,67,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Nordeste","RN",1,0,0,0,0,1,0,"https://openalex.org/A5040041616","2022 (CNPq 35/2022)","2022-2024","2022-2024",2
141,"Rômulo Magno Oliveira de Freitas","Masculino","Biology","Multidisciplinar","Ciências Biológicas","horticulture",108,43.65896776400001,"Horticulture",90,45.94207799999999,13,"Alta","Alta produção",25,128,739,67,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Nordeste","RN",1,0,0,1,0,0,0,"https://openalex.org/A5075725169","2018 (CNPq 05/2018)","2018-2020","2018-2020",2
142,"André Luis Calado Araújo","Masculino","Environmental science","Humanas","Multidisciplinar","humanities",35,16.78691182,"Humanities",44,23.61676793000001,8,"Média","Média produção",8,85,281,67,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Nordeste","RN",2,1,1,0,0,0,0,"https://openalex.org/A5050139808","2014 (PIBIC-EM 2014-2016); 2016 (CNPq 07/2016)","2014-2016; 2016-2018","2014-2018",4
143,"Márcio Adriano de Azevedo","Masculino","Philosophy","Humanas","Ciências Humanas","humanities",14,3.99946308,"Humanities",13,6.91620685,2,"Baixa","Baixa produção",0,20,9,67,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Nordeste","RN",1,0,0,1,0,0,0,"https://openalex.org/A5102959439","2018 (CNPq 05/2018)","2018-2020","2018-2020",2
144,"Júlio Xandro Heck","Masculino","Chemistry","Multidisciplinar","Ciências Exatas e da Terra","enzyme",22,12.70582918,"Enzyme",20,6.887297848999999,14,"Alta","Alta produção",15,38,588,68,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO GRANDE DO SUL",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sul","RS",2,1,1,0,0,0,0,"https://openalex.org/A5081193432","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
145,"Eduardo Girotto","Masculino","Biology","Multidisciplinar","Ciências Biológicas","agronomy",77,18.053324848,"Agronomy",56,28.01225495,26,"Muito Alta","Alta produção",47,104,1878,68,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO GRANDE DO SUL",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sul","RS",4,0,1,1,1,1,0,"https://openalex.org/A5057837299","2016 (CNPq 07/2016); 2018 (CNPq 05/2018); 2020 (CNPq 13/2020); 2022 (CNPq 35/2022)","2016-2018; 2018-2020; 2020-2021; 2022-2024","2016-2024",8
146,"Flavia Santos Twardowski Pinto","Feminino","Art","Humanas","Linguística, Letras e Artes","humanities",11,2.535858634,"Humanities",19,10.77818712,4,"Baixa","Baixa produção",3,27,103,68,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO GRANDE DO SUL",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sul","RS",1,0,0,0,0,0,1,"https://openalex.org/A5102889194","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
147,"Paulo Sergio Dalmas","Masculino","Chemistry","Multidisciplinar","Ciências Exatas e da Terra","food science",13,6.246440069999998,"Food science",12,8.20061469,7,"Média","Média produção",5,16,168,69,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SERTAO PERNAMBUCANO",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Nordeste","PB",1,0,0,0,0,0,1,"https://openalex.org/A5079986594","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
148,"Ana Paula Muniz Guttierres","Feminino","Medicine","Multidisciplinar","Ciências da Saúde","physical therapy",12,3.94720824,"Physical therapy",7,1.963586476,5,"Média","Média produção",3,16,78,70,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","MG",2,0,0,0,0,1,1,"https://openalex.org/A5041977287","2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2022-2024; 2024-2027","2022-2027",5
149,"Fabianne Magalhães Girardin Pimentel Furtado","Feminino","Medicine","Multidisciplinar","Ciências da Saúde","surgery",1,0.7197044,"Surgery",1,0.3887966,0,"Muito Baixa","Baixa produção",0,2,0,70,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","MG",2,0,0,1,1,0,0,"https://openalex.org/A5039070564","2018 (CNPq 05/2018); 2020 (CNPq 13/2020)","2018-2020; 2020-2021","2018-2021",3
150,"Frederico Souzalima Caldoncelli Franco","Masculino","Medicine","Multidisciplinar","Ciências da Saúde","food science",4,1.93247327,"Food science",4,2.14584995,2,"Baixa","Baixa produção",0,8,9,70,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","MG",2,1,1,0,0,0,0,"https://openalex.org/A5061855371","2014 (PIBIC-EM 2014-2016); 2016 (CNPq 07/2016)","2014-2016; 2016-2018","2014-2018",4
151,"José Luiz de Andrade Rezende Pereira","Masculino","Biology","Multidisciplinar","Ciências Biológicas","horticulture",31,9.352675666000003,"Horticulture",22,10.72573757,7,"Média","Média produção",6,42,161,71,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","MG",2,0,1,1,0,0,0,"https://openalex.org/A5112519964","2016 (CNPq 07/2016); 2018 (CNPq 05/2018)","2016-2018; 2018-2020","2016-2020",4
152,"Sindynara Ferreira","Feminino","Biology","Multidisciplinar","Ciências Biológicas","horticulture",46,23.30814007,"Horticulture",35,17.91293406,8,"Média","Média produção",6,62,314,71,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","MG",2,0,0,0,1,1,0,"https://openalex.org/A5047936433","2020 (CNPq 13/2020); 2022 (CNPq 35/2022)","2020-2021; 2022-2024","2020-2024",4
153,"Carlos Henrique Rodrigues Reinato","Masculino","Chemistry","Humanas","Ciências Exatas e da Terra","humanities",18,6.33417145,"Humanities",9,3.84160539,5,"Média","Média produção",3,28,72,71,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","MG",1,0,0,0,0,0,1,"https://openalex.org/A5052505803","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
154,"Clarice Dias de Albuquerque","Masculino","Physics","Multidisciplinar","Ciências Exatas e da Terra","quantum mechanics",20,4.94711935,"Quantum mechanics",19,2.808218432,5,"Média","Média produção",3,29,82,71,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","MG",1,0,0,0,0,0,1,"https://openalex.org/A5022699544","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
155,"Marcelo Bregagnoli","Masculino","Biology","Multidisciplinar","Ciências Biológicas","horticulture",25,8.44390127,"Horticulture",21,10.14720802,4,"Baixa","Baixa produção",0,33,28,71,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sudeste","MG",2,1,1,0,0,0,0,"https://openalex.org/A5027576832","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
156,"Marilice Chapper","Masculino","Chemistry","Multidisciplinar","Ciências Exatas e da Terra","horticulture",3,1.6466174,"Horticulture",3,1.6965871,3,"Baixa","Baixa produção",0,3,20,72,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUL-RIO-GRANDESE",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sul","RS",1,0,0,1,0,0,0,"https://openalex.org/A5085541029","2018 (CNPq 05/2018)","2018-2020","2018-2020",2
157,"Mario Leonardo Boessio","Masculino","Computer science","Engenharias","Ciências Exatas e da Terra","reliability engineering",2,0.9501232500000001,"Reliability engineering",2,0.945405,1,"Muito Baixa","Baixa produção",0,2,5,72,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUL-RIO-GRANDESE",4,1,"IGC Alto","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Sul","RS",2,1,1,0,0,0,0,"https://openalex.org/A5064537883","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
158,"Leysson Muriel Tavares Guimarães Barros","Masculino","Computer science","Engenharias","Ciências Exatas e da Terra",,,,"Sem dados",,,,"Sem dados","Baixa produção",,,,73,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO TOCANTINS",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Norte","TO",2,0,0,0,1,1,0,"Sem dados","2020 (CNPq 13/2020); 2022 (CNPq 35/2022)","2020-2021; 2022-2024","2020-2024",4
159,"Augusto Cesar dos Santos","Masculino","Computer science","Multidisciplinar","Ciências Exatas e da Terra","control reconfiguration",6,3.01417101,"Control reconfiguration",3,2.15195567,4,"Baixa","Baixa produção",3,12,61,73,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO TOCANTINS",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Norte","TO",2,1,1,0,0,0,0,"https://openalex.org/A5101138450","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
160,"Cristiane Miranda Martins","Feminino","Biology","Multidisciplinar","Ciências Biológicas","horticulture",4,1.22515939,"Horticulture",3,1.754962,1,"Muito Baixa","Baixa produção",1,5,17,73,"INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO TOCANTINS",3,1,"IGC Médio","INSTITUTO FEDERAL","publica_federal","IES Pública Federal",1,"PUBLICA","PUBLICA FEDERAL","Norte","TO",1,0,1,0,0,0,0,"https://openalex.org/A5101134475","2016 (CNPq 07/2016)","2016-2018","2016-2018",2
